symbol,date,equity
PETR4.SA,2023-10-23,1128.378074061362
PETR4.SA,2023-10-24,1128.378074061362
PETR4.SA,2023-10-25,1128.378074061362
PETR4.SA,2023-10-26,1128.378074061362
PETR4.SA,2023-10-27,1128.378074061362
PETR4.SA,2023-10-30,1128.378074061362
PETR4.SA,2023-10-31,1128.378074061362
PETR4.SA,2023-11-01,1128.378074061362
PETR4.SA,2023-11-03,1128.378074061362
PETR4.SA,2023-11-06,1128.378074061362
PETR4.SA,2023-11-07,1128.378074061362
PETR4.SA,2023-11-08,1128.378074061362
PETR4.SA,2023-11-09,1128.378074061362
PETR4.SA,2023-11-10,1128.378074061362
PETR4.SA,2023-11-13,1128.378074061362
PETR4.SA,2023-11-14,1128.378074061362
